PFAM_ACC,CLAN,CLAN_Name,PFAM_Name,PFAM_desc
PF10662,CL0023,P-loop_NTPase,PduV-EutP,Ethanolamine utilisation - propanediol utilisation
PF04166,CL0270,Iso_DH,PdxA,Pyridoxal phosphate biosynthetic protein PdxA
PF03740,CL0036,TIM_barrel,PdxJ,Pyridoxal phosphate biosynthesis protein PdxJ
PF00595,CL0466,PDZ-like,PDZ,PDZ domain
PF13180,CL0466,PDZ-like,PDZ_2,PDZ domain
PF17820,CL0466,PDZ-like,PDZ_6,PDZ domain
PF12708,CL0268,Pec_lyase-like,Pectate_lyase_3,Pectate lyase superfamily protein
PF08308,CL0287,Transthyretin,PEGA,PEGA domain
PF03965,CL0123,HTH,Penicillinase_R,Penicillinase repressor
PF00805,CL0505,Pentapeptide,Pentapeptide,Pentapeptide repeats (8 copies)
PF13576,CL0505,Pentapeptide,Pentapeptide_3,Pentapeptide repeats (9 copies)
PF13599,CL0505,Pentapeptide,Pentapeptide_4,Pentapeptide repeats (9 copies)
PF00311,CL0151,PK_TIM,PEPcase,Phosphoenolpyruvate carboxylase
PF14010,CL0151,PK_TIM,PEPcase_2,Phosphoenolpyruvate carboxylase
PF01293,CL0374,PEP-carboxyk,PEPCK_ATP,Phosphoenolpyruvate carboxykinase
PF03929,CL0490,PepSY_TM-like,PepSY_TM,PepSY-associated TM region
PF16357,CL0490,PepSY_TM-like,PepSY_TM_like_2,Putative PepSY_TM-like
PF01252,,,Peptidase_A8,Signal peptidase (SPase) II
PF01650,CL0093,Peptidase_CD,Peptidase_C13,Peptidase C13 family
PF00656,CL0093,Peptidase_CD,Peptidase_C14,Caspase domain
PF07722,CL0014,Glutaminase_I,Peptidase_C26,Peptidase C26
PF03412,CL0125,Peptidase_CA,Peptidase_C39,Peptidase C39 family
PF05708,CL0125,Peptidase_CA,Peptidase_C92,"Permuted papain-like amidase enzyme, YaeF/YiiX, C92 family"
PF01433,CL0126,Peptidase_MA,Peptidase_M1,Peptidase family M1 domain
PF00413,CL0126,Peptidase_MA,Peptidase_M10,Matrixin
PF01431,CL0126,Peptidase_MA,Peptidase_M13,Peptidase family M13
PF05649,,,Peptidase_M13_N,Peptidase family M13
PF00246,CL0035,Peptidase_MH,Peptidase_M14,Zinc carboxypeptidase
PF01427,CL0170,Peptidase_MD,Peptidase_M15,D-ala-D-ala dipeptidase
PF00675,CL0094,Peptidase_ME,Peptidase_M16,Insulinase (Peptidase family M16)
PF05193,CL0094,Peptidase_ME,Peptidase_M16_C,Peptidase M16 inactive domain
PF01244,CL0034,Amidohydrolase,Peptidase_M19,Membrane dipeptidase (Peptidase family M19)
PF17900,CL0672,p35,Peptidase_M1_N,Peptidase M1 N-terminal domain
PF01546,CL0035,Peptidase_MH,Peptidase_M20,Peptidase family M20/M25/M40
PF01551,CL0105,Hybrid,Peptidase_M23,Peptidase family M23
PF00557,,,Peptidase_M24,Metallopeptidase family M24
PF04389,CL0035,Peptidase_MH,Peptidase_M28,Peptidase family M28
PF01432,CL0126,Peptidase_MA,Peptidase_M3,Peptidase family M3
PF02128,CL0126,Peptidase_MA,Peptidase_M36,Fungalysin metallopeptidase (M36)
PF01434,CL0126,Peptidase_MA,Peptidase_M41,Peptidase family M41
PF05343,CL0035,Peptidase_MH,Peptidase_M42,M42 glutamyl aminopeptidase
PF05572,CL0126,Peptidase_MA,Peptidase_M43,Pregnancy-associated plasma protein-A
PF01435,CL0126,Peptidase_MA,Peptidase_M48,Peptidase family M48
PF16491,,,Peptidase_M48_N,"CAAX prenyl protease N-terminal, five membrane helices"
PF03571,CL0126,Peptidase_MA,Peptidase_M49,Peptidase family M49
PF02163,CL0126,Peptidase_MA,Peptidase_M50,Peptidase family M50
PF05569,CL0126,Peptidase_MA,Peptidase_M56,BlaR1 peptidase M56
PF12388,CL0126,Peptidase_MA,Peptidase_M57,Dual-action HEIGH metallo-peptidase
PF05299,CL0126,Peptidase_MA,Peptidase_M61,M61 glycyl aminopeptidase
PF17899,CL0672,p35,Peptidase_M61_N,Peptidase M61 N-terminal domain
PF03411,CL0170,Peptidase_MD,Peptidase_M74,Penicillin-insensitive murein endopeptidase
PF09375,,,Peptidase_M75,Imelysin
PF06114,CL0126,Peptidase_MA,Peptidase_M78,IrrE N-terminal-like domain
PF06167,CL0126,Peptidase_MA,Peptidase_M90,Glucose-regulated metallo-peptidase M90
PF15890,CL0126,Peptidase_MA,Peptidase_Mx1,Putative zinc-binding metallo-peptidase
PF00450,CL0028,AB_hydrolase,Peptidase_S10,Serine carboxypeptidase
PF00768,CL0013,Beta-lactamase,Peptidase_S11,D-alanyl-D-alanine carboxypeptidase
PF02129,CL0028,AB_hydrolase,Peptidase_S15,X-Pro dipeptidyl-peptidase (S15 family)
PF00717,CL0299,Peptidase_SF,Peptidase_S24,Peptidase S24-like
PF10502,CL0299,Peptidase_SF,Peptidase_S26,"Signal peptidase, peptidase S26 "
PF03572,CL0127,ClpP_crotonase,Peptidase_S41,Peptidase family S41
PF10459,CL0124,Peptidase_PA,Peptidase_S46,Peptidase S46
PF03575,CL0014,Glutaminase_I,Peptidase_S51,Peptidase family S51
PF02016,CL0014,Glutaminase_I,Peptidase_S66,LD-carboxypeptidase N-terminal domain
PF17676,CL0364,Leu-IlvD,Peptidase_S66C,LD-carboxypeptidase C-terminal domain
PF13884,,,Peptidase_S74,Chaperone of endosialidase
PF00082,,,Peptidase_S8,Subtilase family
PF00326,CL0028,AB_hydrolase,Peptidase_S9,Prolyl oligopeptidase family
PF02897,CL0186,Beta_propeller,Peptidase_S9_N,"Prolyl oligopeptidase, N-terminal beta-propeller domain"
PF01136,,,Peptidase_U32,Peptidase family U32
PF18294,,,Pept_S41_N,Peptidase S41 N-terminal domain
PF01195,,,Pept_tRNA_hydro,Peptidyl-tRNA hydrolase
PF08530,CL0202,GBD,PepX_C,X-Pro dipeptidyl-peptidase C-terminal non-catalytic domain
PF01327,,,Pep_deformylase,Polypeptide deformylase
PF13714,CL0151,PK_TIM,PEP_mutase,Phosphoenolpyruvate phosphomutase
PF00532,CL0144,Periplas_BP,Peripla_BP_1,Periplasmic binding proteins and sugar binding domain of LacI family
PF01497,CL0043,Chelatase,Peripla_BP_2,Periplasmic binding protein
PF13377,CL0144,Periplas_BP,Peripla_BP_3,Periplasmic binding protein-like domain
PF13407,CL0144,Periplas_BP,Peripla_BP_4,Periplasmic binding protein domain
PF13458,CL0144,Periplas_BP,Peripla_BP_6,Periplasmic binding protein
PF00365,CL0240,PFK,PFK,Phosphofructokinase
PF00294,CL0118,Ribokinase,PfkB,pfkB family carbohydrate kinase
PF07819,CL0028,AB_hydrolase,PGAP1,PGAP1-like protein
PF09587,CL0163,Calcineurin,PGA_cap,Bacterial capsule synthesis protein PGA_cap
PF00342,CL0067,SIS,PGI,Phosphoglucose isomerase
PF00162,,,PGK,Phosphoglycerate kinase
PF17836,CL0063,NADP_Rossmann,PglD_N,PglD N-terminal domain
PF08665,CL0088,Alk_phosphatase,PglZ,PglZ domain
PF02878,,,PGM_PMM_I,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain I"
PF02879,,,PGM_PMM_II,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain II"
PF02880,,,PGM_PMM_III,"Phosphoglucomutase/phosphomannomutase, alpha/beta/alpha domain III"
PF00408,,,PGM_PMM_IV,"Phosphoglucomutase/phosphomannomutase, C-terminal domain"
PF01471,CL0244,PGBD,PG_binding_1,Putative peptidoglycan binding domain
PF04717,CL0021,OB,Phage_base_V,Type VI secretion system/phage-baseplate injector OB domain
PF07022,CL0123,HTH,Phage_CI_repr,Bacteriophage CI repressor helix-turn-helix domain
PF05954,CL0504,Phage_barrel,Phage_GPD,Phage late control gene D protein (GPD)
PF04020,,,Phage_holin_4_2,"Mycobacterial 4 TMS phage holin, superfamily IV"
PF00589,CL0382,DNA-mend,Phage_integrase,Phage integrase family
PF02899,CL0469,l-integrase_N,Phage_int_SAM_1,"Phage integrase, N-terminal SAM-like domain"
PF13495,CL0469,l-integrase_N,Phage_int_SAM_4,"Phage integrase, N-terminal SAM-like domain"
PF13102,CL0469,l-integrase_N,Phage_int_SAM_5,Phage integrase SAM-like domain
PF09669,,,Phage_pRha,Phage regulatory protein Rha (Phage_pRha)
PF03903,,,Phage_T4_gp36,Phage T4 tail fibre
PF02604,CL0136,Plasmid-antitox,PhdYeFM_antitox,"Antitoxin Phd_YefM, type II toxin-antitoxin system"
PF13557,CL0193,MBB,Phenol_MetA_deg,Putative MetA-pathway of phenol degradation
PF02912,CL0298,tRNA_bind_arm,Phe_tRNA-synt_N,"Aminoacyl tRNA synthetase class II, N-terminal domain"
PF16655,CL0159,E-set,PhoD_N,"PhoD-like phosphatase, N-terminal domain"
PF02562,CL0023,P-loop_NTPase,PhoH,PhoH-like protein
PF10142,CL0028,AB_hydrolase,PhoPQ_related,PhoPQ-activated pathogenicity-related protein
PF01663,CL0088,Alk_phosphatase,Phosphodiest,Type I phosphodiesterase / nucleotide pyrophosphatase
PF08543,CL0118,Ribokinase,Phos_pyr_kin,Phosphomethylpyrimidine kinase
PF02811,CL0034,Amidohydrolase,PHP,PHP domain
PF05721,CL0029,Cupin,PhyH,Phytanoyl-CoA dioxygenase (PhyH)
PF13449,CL0186,Beta_propeller,Phytase-like,Esterase-like activity of phytase
PF02567,CL0288,DAP_epimerase,PhzC-PhzF,Phenazine biosynthesis-like protein
PF00388,CL0384,PLC,PI-PLC-X,"Phosphatidylinositol-specific phospholipase C, X domain"
PF05970,CL0023,P-loop_NTPase,PIF1,PIF1-like helicase
PF02585,,,PIG-L,GlcNAc-PI de-N-acetylase
PF13675,,,PilJ,Type IV pili methyl-accepting chemotaxis transducer N-term
PF11104,CL0108,Actin_ATPase,PilM_2,Type IV pilus assembly protein PilM;
PF13470,CL0280,PIN,PIN_3,PIN domain
PF02678,CL0029,Cupin,Pirin,Pirin
PF05726,CL0029,Cupin,Pirin_C,Pirin C-terminal cupin domain
PF00224,CL0151,PK_TIM,PK,"Pyruvate kinase, barrel domain"
PF00801,CL0159,E-set,PKD,PKD domain
PF18911,CL0159,E-set,PKD_4,PKD domain
PF00069,CL0016,PKinase,Pkinase,Protein kinase domain
PF02887,,,PK_C,"Pyruvate kinase, alpha/beta domain"
PF07714,CL0016,PKinase,PK_Tyr_Ser-Thr,Protein tyrosine and serine/threonine kinase
PF02253,CL0193,MBB,PLA1,Phospholipase A1
PF13091,CL0479,PLD,PLDc_2,PLD-like domain
PF07715,,,Plug,TonB-dependent Receptor Plug Domain
PF01238,CL0029,Cupin,PMI_typeI,Phosphomannose isomerase type I
PF01625,,,PMSR,Peptide methionine sulfoxide reductase
PF13231,CL0111,GT-C,PMT_2,Dolichyl-phosphate-mannose-protein mannosyltransferase
PF03726,,,PNPase,"Polyribonucleotide nucleotidyltransferase, RNA binding domain"
PF10590,,,PNP_phzG_C,Pyridoxine 5'-phosphate oxidase C-terminal dimerisation region
PF01048,CL0408,PUP,PNP_UDP_1,Phosphorylase superfamily
PF18765,CL0260,NTP_transf,Polbeta,"Polymerase beta, Nucleotidyltransferase"
PF01743,CL0260,NTP_transf,PolyA_pol,Poly A polymerase head domain
PF12627,,,PolyA_pol_RNAbd,Probable RNA and SrmB- binding site of polymerase A
PF10604,CL0209,Bet_v_1_like,Polyketide_cyc2,Polyketide cyclase / dehydrase and lipid transport
PF00348,CL0613,Terp_synthase,polyprenyl_synt,Polyprenyl synthetase
PF01522,CL0158,GH_CE,Polysacc_deac_1,Polysaccharide deacetylase
PF14099,CL0004,Concanavalin,Polysacc_lyase,Polysaccharide lyase
PF01943,CL0222,MviN_MATE,Polysacc_synt,Polysaccharide biosynthesis protein
PF02719,CL0063,NADP_Rossmann,Polysacc_synt_2,Polysaccharide biosynthesis protein
PF13440,CL0222,MviN_MATE,Polysacc_synt_3,Polysaccharide biosynthesis protein
PF14667,CL0222,MviN_MATE,Polysacc_synt_C,Polysaccharide biosynthesis C-terminal domain
PF02563,,,Poly_export,Polysaccharide biosynthesis/export protein
PF01558,,,POR,Pyruvate ferredoxin/flavodoxin oxidoreductase
PF01379,CL0177,PBP,Porphobil_deam,"Porphobilinogen deaminase, dipyromethane cofactor binding domain"
PF03900,,,Porphobil_deamC,"Porphobilinogen deaminase, C-terminal domain"
PF11751,CL0193,MBB,PorP_SprF,Type IX secretion system membrane protein PorP/SprF
PF18962,CL0159,E-set,Por_Secre_tail,Secretion system C-terminal sorting domain
PF07244,CL0191,POTRA,POTRA,Surface antigen variable number repeat
PF08479,CL0191,POTRA,POTRA_2,"POTRA domain, ShlB-type"
PF03336,CL0029,Cupin,Pox_C4_C10,Poxvirus C4/C10 protein
PF00550,CL0314,PP-binding,PP-binding,Phosphopantetheine attachment site
PF14573,CL0314,PP-binding,PP-binding_2,Acyl-carrier
PF13672,CL0238,PP2C,PP2C_2,Protein phosphatase 2C
PF03976,CL0023,P-loop_NTPase,PPK2,Polyphosphate kinase 2 (PPK2)
PF02541,CL0108,Actin_ATPase,Ppx-GppA,Ppx/GppA phosphatase family
PF02503,,,PP_kinase,Polyphosphate kinase middle domain
PF13090,CL0479,PLD,PP_kinase_C,Polyphosphate kinase C-terminal domain 2
PF17941,CL0479,PLD,PP_kinase_C_1,Polyphosphate kinase C-terminal domain 1
PF13089,,,PP_kinase_N,Polyphosphate kinase N-terminal domain
PF04193,CL0141,MtN3-like,PQ-loop,PQ loop repeat 
PF01502,,,PRA-CH,Phosphoribosyl-AMP cyclohydrolase
PF01503,CL0231,MazG,PRA-PH,Phosphoribosyl-ATP pyrophosphohydrolase
PF00697,CL0036,TIM_barrel,PRAI,N-(5'phosphoribosyl)anthranilate (PRA) isomerase
PF01255,,,Prenyltransf,Putative undecaprenyl diphosphate synthase
PF07929,,,PRiA4_ORF3,Plasmid pRiA4b ORF-3-like protein
PF17764,,,PriA_3primeBD,3'DNA-binding domain (3'BD)
PF18074,,,PriA_C,Primosomal protein N C-terminal domain
PF18319,CL0167,Zn_Beta_Ribbon,PriA_CRR,PriA DNA helicase Cys-rich region (CRR) domain
PF00156,CL0533,PRTase-like,Pribosyltran,Phosphoribosyl transferase domain
PF13793,CL0533,PRTase-like,Pribosyltran_N,N-terminal domain of ribose phosphate pyrophosphokinase
PF14572,CL0533,PRTase-like,Pribosyl_synth,Phosphoribosyl synthetase-associated domain
PF00485,CL0023,P-loop_NTPase,PRK,Phosphoribulokinase / Uridine kinase family
PF06325,CL0063,NADP_Rossmann,PrmA,Ribosomal protein L11 methyltransferase (PrmA)
PF17827,,,PrmC_N,PrmC N-terminal domain
PF09180,,,ProRS-C_1,"Prolyl-tRNA synthetase, C-terminal"
PF00484,,,Pro_CA,Carbonic anhydrase
PF01619,CL0086,FAD_oxidored,Pro_dh,Proline dehydrogenase
PF00160,CL0475,Cyclophil-like,Pro_isomerase,Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD
PF14765,CL0050,HotDog,PS-DH,Polyketide synthase dehydratase
PF01416,CL0649,PseudoU_synth,PseudoU_synth_1,tRNA pseudouridine synthase
PF00849,CL0649,PseudoU_synth,PseudoU_synth_2,RNA pseudouridylate synthase
PF14870,CL0434,Sialidase,PSII_BNR,Photosynthesis system II assembly factor YCF48
PF04468,,,PSP1,PSP1 C-terminal conserved region
PF04012,CL0235,PspA,PspA_IM30,PspA/IM30 family
PF04024,,,PspC,PspC domain
PF02666,,,PS_Dcarbxylase,Phosphatidylserine decarboxylase
PF04230,CL0113,GT-B,PS_pyruv_trans,Polysaccharide pyruvyl transferase
PF01515,CL0270,Iso_DH,PTA_PTB,Phosphate acetyl/butaryl transferase
PF12738,CL0459,BRCT-like,PTCB-BRCT,twin BRCT domain
PF01329,,,Pterin_4a,Pterin 4 alpha carbinolamine dehydratase
PF00809,CL0036,TIM_barrel,Pterin_bind,Pterin binding enzyme
PF01242,CL0334,THBO-biosyn,PTPS,6-pyruvoyl tetrahydropterin synthase
PF00854,CL0015,MFS,PTR2,POT family
PF01885,CL0084,ADP-ribosyl,PTS_2-RNA,"RNA 2'-phosphotransferase, Tpt1 / KptA family"
PF17785,CL0178,PUA,PUA_3,PUA-like domain
PF17769,CL0105,Hybrid,PurK_C,Phosphoribosylaminoimidazole carboxylase C-terminal domain
PF16656,CL0159,E-set,Pur_ac_phosph_N,"Purple acid Phosphatase, N-terminal domain"
PF01243,CL0336,FMN-binding,Putative_PNPOx,Pyridoxamine 5'-phosphate oxidase
PF02436,CL0597,Post-HMGL,PYC_OADA,Conserved carboxylase domain
PF00282,CL0061,PLP_aminotran,Pyridoxal_deC,Pyridoxal-dependent decarboxylase conserved domain
PF12766,CL0336,FMN-binding,Pyridox_oxase_2,Pyridoxamine 5'-phosphate oxidase
PF12900,CL0336,FMN-binding,Pyridox_ox_2,Pyridoxamine 5'-phosphate oxidase
PF16242,CL0336,FMN-binding,Pyrid_ox_like,Pyridoxamine 5'-phosphate oxidase like
PF00719,,,Pyrophosphatase,Inorganic pyrophosphatase
PF00070,CL0063,NADP_Rossmann,Pyr_redox,Pyridine nucleotide-disulphide oxidoreductase
PF07992,CL0063,NADP_Rossmann,Pyr_redox_2,Pyridine nucleotide-disulphide oxidoreductase
PF13738,CL0063,NADP_Rossmann,Pyr_redox_3,Pyridine nucleotide-disulphide oxidoreductase
PF02852,CL0608,Reductase_C,Pyr_redox_dim,"Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain"
PF01729,CL0036,TIM_barrel,QRPTase_C,"Quinolinate phosphoribosyl transferase, C-terminal domain"
PF02749,CL0105,Hybrid,QRPTase_N,"Quinolinate phosphoribosyl transferase, N-terminal domain"
PF02547,,,Queuosine_synth,Queuosine biosynthesis protein
PF08423,CL0023,P-loop_NTPase,Rad51,Rad51
PF04002,CL0366,JAB,RadC,RadC-like JAB domain
PF04055,CL0036,TIM_barrel,Radical_SAM,Radical SAM superfamily
PF00071,CL0023,P-loop_NTPase,Ras,Ras family
PF02033,CL0494,DnaA_N,RBFA,Ribosome-binding factor A
PF06271,,,RDD,RDD family
PF00154,CL0023,P-loop_NTPase,RecA,recA bacterial DNA recombination protein
PF17191,CL0021,OB,RecG_wedge,RecG wedge domain
PF17768,CL0021,OB,RecJ_OB,RecJ OB domain
PF02565,CL0167,Zn_Beta_Ribbon,RecO_C,Recombination protein O C terminal
PF11967,CL0021,OB,RecO_N,Recombination protein O N terminal
PF16124,,,RecQ_Zn_bind,RecQ zinc-binding
PF02132,,,RecR,RecR protein
PF02631,,,RecX,RecX family
PF08534,CL0172,Thioredoxin,Redoxin,Redoxin
PF07494,CL0186,Beta_propeller,Reg_prop,Two component regulator propeller
PF04607,CL0260,NTP_transf,RelA_SpoT,Region found in RelA / SpoT proteins
PF01421,CL0126,Peptidase_MA,Reprolysin,Reprolysin (M12B) family zinc metalloprotease 
PF13574,CL0126,Peptidase_MA,Reprolysin_2,Metallo-peptidase family M12B Reprolysin-like
PF13582,CL0126,Peptidase_MA,Reprolysin_3,Metallo-peptidase family M12B Reprolysin-like
PF13583,CL0126,Peptidase_MA,Reprolysin_4,Metallo-peptidase family M12B Reprolysin-like
PF13688,CL0126,Peptidase_MA,Reprolysin_5,Metallo-peptidase family M12
PF08808,CL0084,ADP-ribosyl,RES,RES domain
PF05140,,,ResB,ResB-like family 
PF04851,CL0023,P-loop_NTPase,ResIII,"Type III restriction enzyme, res subunit"
PF00072,CL0304,CheY,Response_reg,Response regulator receiver domain
PF09561,CL0236,PDDEXK,RE_HpaII,HpaII restriction endonuclease
PF00472,CL0337,RF,RF-1,RF-1 domain
PF16658,CL0437,EF-G_C,RF3_C,"Class II release factor RF3, C-terminal domain"
PF00581,CL0031,Phosphatase,Rhodanese,Rhodanese-like domain
PF12368,,,Rhodanese_C,Rhodanase C-terminal
PF01694,CL0207,Rhomboid-like,Rhomboid,Rhomboid family
PF07498,CL0306,HeH,Rho_N,"Rho termination factor, N-terminal domain"
PF07497,CL0021,OB,Rho_RNA_bind,"Rho termination factor, RNA-binding domain"
PF05593,,,RHS_repeat,RHS Repeat
PF01872,CL0387,DHFred,RibD_C,RibD C-terminal domain
PF00636,CL0539,RNase_III,Ribonuclease_3,Ribonuclease III domain
PF00825,CL0329,S5,Ribonuclease_P,Ribonuclease P
PF14622,CL0539,RNase_III,Ribonucleas_3_3,Ribonuclease-III-like
PF01042,CL0534,YjgF-like,Ribonuc_L-PSP,Endoribonuclease L-PSP
PF02867,CL0339,PFL-like,Ribonuc_red_lgC,"Ribonucleotide reductase, barrel domain"
PF00317,,,Ribonuc_red_lgN,"Ribonucleotide reductase, all-alpha domain"
PF00268,CL0044,Ferritin,Ribonuc_red_sm,"Ribonucleotide reductase, small chain"
PF00687,,,Ribosomal_L1,Ribosomal protein L1p/L10e family
PF00466,,,Ribosomal_L10,Ribosomal protein L10
PF00298,,,Ribosomal_L11,"Ribosomal protein L11, RNA binding domain"
PF03946,,,Ribosomal_L11_N,"Ribosomal protein L11, N-terminal domain"
PF00542,,,Ribosomal_L12,Ribosomal protein L7/L12 C-terminal domain
PF16320,,,Ribosomal_L12_N,Ribosomal protein L7/L12 dimerisation domain
PF00572,,,Ribosomal_L13,Ribosomal protein L13
PF00238,,,Ribosomal_L14,Ribosomal protein L14p/L23e
PF00252,,,Ribosomal_L16,Ribosomal protein L16p/L10e
PF01196,,,Ribosomal_L17,Ribosomal protein L17
PF00861,CL0267,S11_L18p,Ribosomal_L18p,"Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast"
PF01245,CL0107,KOW,Ribosomal_L19,Ribosomal protein L19
PF00181,CL0021,OB,Ribosomal_L2,"Ribosomal Proteins L2, RNA binding domain"
PF00453,,,Ribosomal_L20,Ribosomal protein L20
PF00829,,,Ribosomal_L21p,Ribosomal prokaryotic L21 protein
PF00237,,,Ribosomal_L22,Ribosomal protein L22p/L17e
PF00276,,,Ribosomal_L23,Ribosomal protein L23
PF17136,,,ribosomal_L24,Ribosomal proteins 50S L24/mitochondrial 39S L24
PF01386,,,Ribosomal_L25p,Ribosomal L25p family
PF01016,,,Ribosomal_L27,Ribosomal L27 protein
PF00828,CL0588,Ribos_L15p_L18e,Ribosomal_L27A,"Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A"
PF00830,,,Ribosomal_L28,Ribosomal L28 family
PF00831,CL0346,Ribo_L29,Ribosomal_L29,Ribosomal L29 protein
PF03947,CL0107,KOW,Ribosomal_L2_C,"Ribosomal Proteins L2, C-terminal domain"
PF00297,CL0575,EFTPs,Ribosomal_L3,Ribosomal protein L3
PF01197,,,Ribosomal_L31,Ribosomal protein L31
PF00573,,,Ribosomal_L4,Ribosomal protein L4/L1 family
PF00281,CL0652,S24e_L23_L15e,Ribosomal_L5,Ribosomal protein L5
PF00673,,,Ribosomal_L5_C,ribosomal L5P family C-terminus
PF00347,,,Ribosomal_L6,Ribosomal protein L6
PF03948,,,Ribosomal_L9_C,"Ribosomal protein L9, C-terminal domain"
PF01281,,,Ribosomal_L9_N,"Ribosomal protein L9, N-terminal domain"
PF00338,,,Ribosomal_S10,Ribosomal protein S10p/S20e
PF00411,CL0267,S11_L18p,Ribosomal_S11,Ribosomal protein S11
PF00416,CL0303,H2TH,Ribosomal_S13,Ribosomal protein S13/S18
PF00253,,,Ribosomal_S14,Ribosomal protein S14p/S29e
PF00312,CL0600,S15_NS1,Ribosomal_S15,Ribosomal protein S15
PF01084,CL0123,HTH,Ribosomal_S18,Ribosomal protein S18
PF00203,,,Ribosomal_S19,Ribosomal protein S19
PF00318,CL0067,SIS,Ribosomal_S2,Ribosomal protein S2
PF01649,,,Ribosomal_S20p,Ribosomal protein S20
PF00189,,,Ribosomal_S3_C,"Ribosomal protein S3, C-terminal domain"
PF00163,CL0492,S4,Ribosomal_S4,Ribosomal protein S4/S9 N-terminal domain
PF00333,CL0196,DSRM,Ribosomal_S5,"Ribosomal protein S5, N-terminal domain"
PF03719,CL0329,S5,Ribosomal_S5_C,"Ribosomal protein S5, C-terminal domain"
PF01250,,,Ribosomal_S6,Ribosomal protein S6
PF00177,,,Ribosomal_S7,Ribosomal protein S7p/S5e
PF00410,,,Ribosomal_S8,Ribosomal protein S8
PF00380,CL0329,S5,Ribosomal_S9,Ribosomal protein S9/S16
PF14693,,,Ribosomal_TL5_C,"Ribosomal protein TL5, C-terminal domain"
PF00164,CL0021,OB,Ribosom_S12_S23,Ribosomal protein S12/S23
PF00834,CL0036,TIM_barrel,Ribul_P_3_epim,Ribulose-phosphate 3 epimerase family
PF14200,CL0066,Trefoil,RicinB_lectin_2,Ricin-type beta-trefoil lectin domain-like
PF00652,CL0066,Trefoil,Ricin_B_lectin,Ricin-type beta-trefoil lectin domain
PF05433,CL0500,Glycine-zipper,Rick_17kDa_Anti,Glycine zipper 2TM domain
PF00355,CL0516,ISP-domain,Rieske,Rieske [2Fe-2S] domain
PF08443,CL0179,ATP-grasp,RimK,RimK-like ATP-grasp domain
PF18030,CL0483,PreATP-grasp,Rimk_N,RimK PreATP-grasp domain
PF00848,CL0209,Bet_v_1_like,Ring_hydroxyl_A,Ring hydroxylating alpha subunit (catalytic domain)
PF04321,CL0063,NADP_Rossmann,RmlD_sub_bind,RmlD substrate binding domain
PF02646,CL0236,PDDEXK,RmuC,RmuC family
PF10150,,,RNase_E_G,Ribonuclease E/G family
PF00075,CL0219,RNase_H,RNase_H,RNase H
PF13482,CL0219,RNase_H,RNase_H_2,RNase_H superfamily
PF01138,CL0329,S5,RNase_PH,"3' exoribonuclease family, domain 1"
PF03725,,,RNase_PH_C,"3' exoribonuclease family, domain 2"
PF00929,CL0219,RNase_H,RNase_T,Exonuclease
PF12072,,,RNase_Y_N,RNase Y N-terminal region
PF00910,CL0023,P-loop_NTPase,RNA_helicase,RNA helicase
PF01000,,,RNA_pol_A_bac,RNA polymerase Rpb3/RpoA insert domain
PF03118,CL0198,HHH,RNA_pol_A_CTD,"Bacterial RNA polymerase, alpha chain C terminal domain"
PF01193,CL0509,RBP11-like,RNA_pol_L,RNA polymerase Rpb3/Rpb11 dimerisation domain
PF04997,,,RNA_pol_Rpb1_1,"RNA polymerase Rpb1, domain 1"
PF00623,,,RNA_pol_Rpb1_2,"RNA polymerase Rpb1, domain 2"
PF04983,,,RNA_pol_Rpb1_3,"RNA polymerase Rpb1, domain 3"
PF05000,,,RNA_pol_Rpb1_4,"RNA polymerase Rpb1, domain 4"
PF04998,,,RNA_pol_Rpb1_5,"RNA polymerase Rpb1, domain 5"
PF04563,,,RNA_pol_Rpb2_1,RNA polymerase beta subunit
PF04561,,,RNA_pol_Rpb2_2,"RNA polymerase Rpb2, domain 2"
PF04565,,,RNA_pol_Rpb2_3,"RNA polymerase Rpb2, domain 3"
PF10385,,,RNA_pol_Rpb2_45,RNA polymerase beta subunit external 1 domain
PF00562,CL0410,LEF-8-like,RNA_pol_Rpb2_6,"RNA polymerase Rpb2, domain 6"
PF04560,,,RNA_pol_Rpb2_7,"RNA polymerase Rpb2, domain 7"
PF01192,,,RNA_pol_Rpb6,RNA polymerase Rpb6 
PF00773,,,RNB,RNB domain
PF02508,,,Rnf-Nqr,"Rnf-Nqr subunit, membrane protein"
PF08477,CL0023,P-loop_NTPase,Roc,"Ras of Complex, Roc, domain of DAPkinase"
PF00480,CL0108,Actin_ATPase,ROK,ROK family
PF00639,CL0487,FKBP,Rotamase,PPIC-type PPIASE domain
PF13145,CL0487,FKBP,Rotamase_2,PPIC-type PPIASE domain
PF13616,CL0487,FKBP,Rotamase_3,PPIC-type PPIASE domain
PF10602,CL0020,TPR,RPN7,26S proteasome subunit RPN7
PF09382,CL0123,HTH,RQC,RQC domain
PF06877,,,RraB,Regulator of ribonuclease activity B
PF01765,,,RRF,Ribosome recycling factor
